lang,route,file,title
en,creative-work/089,en/creative-work/089/index.html,Visual 089
en,creative-work/090,en/creative-work/090/index.html,Visual 090
en,creative-work/091,en/creative-work/091/index.html,Visual 091
en,creative-work/092,en/creative-work/092/index.html,Visual 092
en,creative-work/093,en/creative-work/093/index.html,Motion 093
en,creative-work/094,en/creative-work/094/index.html,Motion 094
en,creative-work/095,en/creative-work/095/index.html,Motion 095
en,creative-work/096,en/creative-work/096/index.html,Motion 096
en,creative-work/097,en/creative-work/097/index.html,Motion 097
en,creative-work/098,en/creative-work/098/index.html,Motion 098
en,creative-work/099,en/creative-work/099/index.html,Motion 099
en,creative-work/100,en/creative-work/100/index.html,Motion 100
en,creative-work/101,en/creative-work/101/index.html,Motion 101
en,creative-work/102,en/creative-work/102/index.html,Motion 102
en,creative-work/103,en/creative-work/103/index.html,Motion 103
en,creative-work/104,en/creative-work/104/index.html,Motion 104
en,creative-work/105,en/creative-work/105/index.html,Motion 105
en,creative-work/106,en/creative-work/106/index.html,Motion 106
en,creative-work/107,en/creative-work/107/index.html,Motion 107
en,creative-work/108,en/creative-work/108/index.html,Motion 108
en,creative-work/109,en/creative-work/109/index.html,Motion 109
en,creative-work/110,en/creative-work/110/index.html,Motion 110
en,creative-work/111,en/creative-work/111/index.html,Motion 111
en,creative-work/112,en/creative-work/112/index.html,Motion 112
en,creative-work/113,en/creative-work/113/index.html,Motion 113
en,creative-work/114,en/creative-work/114/index.html,Motion 114
en,creative-work/115,en/creative-work/115/index.html,Motion 115
en,creative-work/116,en/creative-work/116/index.html,Motion 116
en,creative-work/117,en/creative-work/117/index.html,Motion 117
en,creative-work/118,en/creative-work/118/index.html,Motion 118
en,creative-work/119,en/creative-work/119/index.html,Motion 119
en,creative-work/120,en/creative-work/120/index.html,Motion 120
en,creative-work/121,en/creative-work/121/index.html,Motion 121
en,creative-work/122,en/creative-work/122/index.html,Motion 122
en,creative-work/123,en/creative-work/123/index.html,Motion 123
en,creative-work/124,en/creative-work/124/index.html,Motion 124
en,creative-work/125,en/creative-work/125/index.html,Motion 125
en,creative-work/126,en/creative-work/126/index.html,Motion 126
en,creative-work/127,en/creative-work/127/index.html,Motion 127
en,creative-work/128,en/creative-work/128/index.html,Motion 128
en,creative-work/129,en/creative-work/129/index.html,Motion 129
id,,id/index.html,Beranda
id,work,id/work/index.html,Karya
id,creative-work,id/creative-work/index.html,Karya Kreatif
id,education,id/education/index.html,Pengalaman & Pendidikan
id,leadership,id/leadership/index.html,Kepemimpinan
id,research,id/research/index.html,Riset
id,documents,id/documents/index.html,Dokumen
id,contact,id/contact/index.html,Kontak
id,work/creative-ai-partner,id/work/creative-ai-partner/index.html,Creative AI Partner
id,work/matchupskills,id/work/matchupskills/index.html,MatchupSkills
id,work/lumbung-jakut,id/work/lumbung-jakut/index.html,Lumbung Jakut
id,leadership/iccn,id/leadership/iccn/index.html,Indonesian Creative Cities Network
id,leadership/indonesia-mengglobal,id/leadership/indonesia-mengglobal/index.html,Indonesia Mengglobal
id,leadership/unesco-undp,id/leadership/unesco-undp/index.html,UNESCO & UNDP Indonesia
id,leadership/timur-growth,id/leadership/timur-growth/index.html,Timur Growth 2 Startup Competition
id,leadership/titik-terang,id/leadership/titik-terang/index.html,Titik Terang Community
id,leadership/iluni-ui,id/leadership/iluni-ui/index.html,ILUNI UI
id,leadership/youthranger,id/leadership/youthranger/index.html,YouthRanger.id
id,leadership/biru-muda,id/leadership/biru-muda/index.html,Biru Muda Project Community
id,leadership/pt-pindad,id/leadership/pt-pindad/index.html,Studi Ekskursi PT Pindad
id,leadership/study-hub,id/leadership/study-hub/index.html,Study Hub — PUSAT AHLI × PT Sentra Solusi
id,leadership/field-notes,id/leadership/field-notes/index.html,MOMEN DARI LAPANGAN
id,research/jurnal,id/research/jurnal/index.html,Strategic Intelligence Foresight on Ransomware Threats in State-Owned Bankings in Indonesia
id,research/tokyo,id/research/tokyo/index.html,Digital Policy Bundles and Food-System Resilience in Rural Solo/Surakarta
id,research/proposal-p3,id/research/proposal-p3/index.html,Smart Monitoring Food System Resilience — AI-Based Urban Farming Community in North Jakarta
id,research/reef-welfare,id/research/reef-welfare/index.html,Reef to Welfare: Integrating Marine Conservation and Coastal Food-Water Security for Sustainable Livelihoods in Indonesia's Coral Triangle (Wakatobi)
id,documents/cv,id/documents/cv/index.html,Curriculum Vitae
id,documents/bachelor,id/documents/bachelor/index.html,Ijazah & Transkrip S1
id,documents/masters,id/documents/masters/index.html,Ijazah & Transkrip S2
id,documents/thesis,id/documents/thesis/index.html,Tesis Magister — Analisis Intelijen Terhadap Serangan Siber Pada Keamanan Institusi Perbankan Indonesia
id,documents/certificates,id/documents/certificates/index.html,Sertifikat & Penghargaan
id,creative-work/001,id/creative-work/001/index.html,Visual 001
id,creative-work/002,id/creative-work/002/index.html,Visual 002
id,creative-work/003,id/creative-work/003/index.html,Visual 003
id,creative-work/004,id/creative-work/004/index.html,Video 004
id,creative-work/005,id/creative-work/005/index.html,Visual 005
id,creative-work/006,id/creative-work/006/index.html,Visual 006
id,creative-work/007,id/creative-work/007/index.html,Visual 007
id,creative-work/008,id/creative-work/008/index.html,Video 008
id,creative-work/009,id/creative-work/009/index.html,Video 009
id,creative-work/010,id/creative-work/010/index.html,Video 010
id,creative-work/011,id/creative-work/011/index.html,Visual 011
id,creative-work/012,id/creative-work/012/index.html,Visual 012
id,creative-work/013,id/creative-work/013/index.html,Visual 013
id,creative-work/014,id/creative-work/014/index.html,Visual 014
id,creative-work/015,id/creative-work/015/index.html,Visual 015
id,creative-work/016,id/creative-work/016/index.html,Visual 016
id,creative-work/017,id/creative-work/017/index.html,Visual 017
id,creative-work/018,id/creative-work/018/index.html,Visual 018
id,creative-work/019,id/creative-work/019/index.html,Visual 019
id,creative-work/020,id/creative-work/020/index.html,Visual 020
id,creative-work/021,id/creative-work/021/index.html,Visual 021
id,creative-work/022,id/creative-work/022/index.html,Video 022
id,creative-work/023,id/creative-work/023/index.html,Video 023
id,creative-work/024,id/creative-work/024/index.html,Video 024
id,creative-work/025,id/creative-work/025/index.html,Video 025
id,creative-work/026,id/creative-work/026/index.html,Video 026
id,creative-work/027,id/creative-work/027/index.html,Video 027
id,creative-work/028,id/creative-work/028/index.html,Video 028
id,creative-work/029,id/creative-work/029/index.html,Visual 029
id,creative-work/030,id/creative-work/030/index.html,Visual 030
id,creative-work/031,id/creative-work/031/index.html,Visual 031
id,creative-work/032,id/creative-work/032/index.html,Visual 032
id,creative-work/033,id/creative-work/033/index.html,Visual 033
id,creative-work/034,id/creative-work/034/index.html,Visual 034
id,creative-work/035,id/creative-work/035/index.html,Visual 035
id,creative-work/036,id/creative-work/036/index.html,Visual 036
id,creative-work/037,id/creative-work/037/index.html,Visual 037
id,creative-work/038,id/creative-work/038/index.html,Visual 038
id,creative-work/039,id/creative-work/039/index.html,Visual 039
id,creative-work/040,id/creative-work/040/index.html,Visual 040
id,creative-work/041,id/creative-work/041/index.html,Visual 041
id,creative-work/042,id/creative-work/042/index.html,Visual 042
id,creative-work/043,id/creative-work/043/index.html,Visual 043
id,creative-work/044,id/creative-work/044/index.html,Visual 044
id,creative-work/045,id/creative-work/045/index.html,Visual 045
id,creative-work/046,id/creative-work/046/index.html,Visual 046
id,creative-work/047,id/creative-work/047/index.html,Visual 047
id,creative-work/048,id/creative-work/048/index.html,Visual 048
id,creative-work/049,id/creative-work/049/index.html,Visual 049
id,creative-work/050,id/creative-work/050/index.html,Visual 050
id,creative-work/051,id/creative-work/051/index.html,Visual 051
id,creative-work/052,id/creative-work/052/index.html,Visual 052
id,creative-work/053,id/creative-work/053/index.html,Visual 053
id,creative-work/054,id/creative-work/054/index.html,Visual 054
id,creative-work/055,id/creative-work/055/index.html,Visual 055
id,creative-work/056,id/creative-work/056/index.html,Visual 056
id,creative-work/057,id/creative-work/057/index.html,Visual 057
id,creative-work/058,id/creative-work/058/index.html,Visual 058
id,creative-work/059,id/creative-work/059/index.html,Visual 059
id,creative-work/060,id/creative-work/060/index.html,Visual 060
id,creative-work/061,id/creative-work/061/index.html,Visual 061
id,creative-work/062,id/creative-work/062/index.html,Visual 062
id,creative-work/063,id/creative-work/063/index.html,Visual 063
id,creative-work/064,id/creative-work/064/index.html,Visual 064
id,creative-work/065,id/creative-work/065/index.html,Visual 065
id,creative-work/066,id/creative-work/066/index.html,Visual 066
id,creative-work/067,id/creative-work/067/index.html,Visual 067
id,creative-work/068,id/creative-work/068/index.html,Visual 068
id,creative-work/069,id/creative-work/069/index.html,Visual 069
id,creative-work/070,id/creative-work/070/index.html,Visual 070
id,creative-work/071,id/creative-work/071/index.html,Visual 071
id,creative-work/072,id/creative-work/072/index.html,Visual 072
id,creative-work/073,id/creative-work/073/index.html,Visual 073
id,creative-work/074,id/creative-work/074/index.html,Visual 074
id,creative-work/075,id/creative-work/075/index.html,Visual 075
id,creative-work/076,id/creative-work/076/index.html,Visual 076
id,creative-work/077,id/creative-work/077/index.html,Video 077
id,creative-work/078,id/creative-work/078/index.html,Video 078
id,creative-work/079,id/creative-work/079/index.html,Visual 079
id,creative-work/080,id/creative-work/080/index.html,Visual 080
id,creative-work/081,id/creative-work/081/index.html,Visual 081
id,creative-work/082,id/creative-work/082/index.html,Visual 082
id,creative-work/083,id/creative-work/083/index.html,Visual 083
id,creative-work/084,id/creative-work/084/index.html,Visual 084
id,creative-work/085,id/creative-work/085/index.html,Visual 085
id,creative-work/086,id/creative-work/086/index.html,Visual 086
id,creative-work/087,id/creative-work/087/index.html,Visual 087
id,creative-work/088,id/creative-work/088/index.html,Visual 088
id,creative-work/089,id/creative-work/089/index.html,Visual 089
id,creative-work/090,id/creative-work/090/index.html,Visual 090
id,creative-work/091,id/creative-work/091/index.html,Visual 091
id,creative-work/092,id/creative-work/092/index.html,Visual 092
id,creative-work/093,id/creative-work/093/index.html,Video 093
id,creative-work/094,id/creative-work/094/index.html,Video 094
id,creative-work/095,id/creative-work/095/index.html,Video 095
id,creative-work/096,id/creative-work/096/index.html,Video 096
id,creative-work/097,id/creative-work/097/index.html,Video 097
id,creative-work/098,id/creative-work/098/index.html,Video 098
id,creative-work/099,id/creative-work/099/index.html,Video 099
id,creative-work/100,id/creative-work/100/index.html,Video 100
id,creative-work/101,id/creative-work/101/index.html,Video 101
id,creative-work/102,id/creative-work/102/index.html,Video 102
id,creative-work/103,id/creative-work/103/index.html,Video 103
id,creative-work/104,id/creative-work/104/index.html,Video 104
id,creative-work/105,id/creative-work/105/index.html,Video 105
id,creative-work/106,id/creative-work/106/index.html,Video 106
id,creative-work/107,id/creative-work/107/index.html,Video 107
id,creative-work/108,id/creative-work/108/index.html,Video 108
id,creative-work/109,id/creative-work/109/index.html,Video 109
id,creative-work/110,id/creative-work/110/index.html,Video 110
id,creative-work/111,id/creative-work/111/index.html,Video 111
id,creative-work/112,id/creative-work/112/index.html,Video 112
id,creative-work/113,id/creative-work/113/index.html,Video 113
id,creative-work/114,id/creative-work/114/index.html,Video 114
id,creative-work/115,id/creative-work/115/index.html,Video 115
id,creative-work/116,id/creative-work/116/index.html,Video 116
id,creative-work/117,id/creative-work/117/index.html,Video 117
